Tenerife,28.2916,-16.6291
Gran_Canaria,27.9202,-15.5475
Lanzarote,28.9637,-13.5477
Fuerteventura,28.3587,-14.0533
La_Palma,28.5704,-17.8910
La_Gomera,28.1300,-17.1900
El_Hierro,27.7500,-18.0000
La_Graciosa,29.2357,-13.5033
